Brand,Buzz,Impression,Quality,Value,Reputation,Satisfaction,Recommend,Awareness,Attention,Ad Awareness,WOM Exposure,Consideration,Purchase Intent,Current Customer ,Former Customer,Date
Airbnb,0.7,-3.5,2.5,-1.7,3.0,4.8,-2.3,72.8,6.8,7.3,8.5,8.2,4.9,4.8,4.8,2020-08-15
Airbnb,8.1,15.1,6.3,13.6,10.5,11.8,20.0,70.9,13.6,9.4,14.0,21.5,12.0,9.1,7.6,2020-08-16
Airbnb,1.0,-4.0,2.7,9.5,8.5,1.5,1.0,58.4,16.2,3.5,5.8,12.4,4.0,3.7,4.3,2020-08-17
Airbnb,-1.9,21.6,13.7,23.0,11.2,18.7,24.2,73.9,20.2,10.8,14.7,24.1,10.1,15.8,11.6,2020-08-18
Airbnb,-0.2,6.6,13.6,-0.6,10.6,-0.2,-5.5,61.4,5.5,11.3,6.3,14.8,6.1,6.3,14.6,2020-08-19
Airbnb,2.1,8.1,5.1,5.6,11.7,3.2,4.0,65.3,13.3,6.5,12.2,15.5,6.4,6.7,4.8,2020-08-20
Airbnb,-0.5,5.9,6.2,-8.8,1.8,10.0,-3.7,70.8,11.4,2.7,6.8,10.9,0.0,4.1,14.8,2020-08-21
Airbnb,9.7,8.1,18.3,13.0,23.0,6.2,16.4,69.8,17.1,7.7,9.4,17.8,2.5,0.0,8.7,2020-08-22
Airbnb,-2.8,3.7,3.6,8.3,-3.3,9.9,1.9,72.8,9.4,1.1,8.8,12.7,5.4,3.8,12.8,2020-08-23
Airbnb,1.8,28.3,13.2,19.0,23.7,16.5,22.5,72.8,19.0,10.2,10.2,32.4,9.2,8.1,13.0,2020-08-24
Airbnb,4.5,13.7,7.3,13.7,11.3,15.8,7.3,62.0,17.2,7.4,15.8,14.8,4.4,10.4,7.4,2020-08-25
Airbnb,6.6,15.3,8.0,8.1,9.9,8.8,9.2,59.5,12.1,5.9,4.0,14.9,5.5,2.8,6.0,2020-08-26
Airbnb,1.4,12.4,2.3,8.6,-0.4,15.7,6.7,65.9,10.9,9.0,16.0,13.9,7.9,9.9,13.1,2020-08-27
Airbnb,9.6,22.6,8.6,16.6,7.4,14.9,7.2,61.2,13.5,8.2,8.2,25.8,18.4,9.1,7.0,2020-08-28
Airbnb,9.4,23.5,22.9,22.5,15.9,15.6,20.3,77.8,17.2,2.0,7.8,18.9,7.7,9.6,11.2,2020-08-29
Airbnb,6.9,8.5,5.7,13.1,8.5,8.2,8.4,60.4,14.5,9.4,10.7,14.8,4.1,5.3,4.8,2020-08-30
Airbnb,-2.8,3.9,1.9,4.7,4.3,4.9,3.0,46.3,8.5,3.2,4.7,12.9,0.9,2.0,13.1,2020-08-31
Airbnb,7.3,6.4,-2.2,8.4,6.8,9.7,11.0,63.9,18.3,15.4,10.9,14.9,7.4,5.2,9.2,2020-09-01
Airbnb,-0.3,12.7,10.0,16.1,2.0,6.6,6.7,60.1,4.0,11.0,5.4,18.3,8.4,6.4,6.4,2020-09-02
Airbnb,0.3,18.9,11.9,22.9,17.7,12.6,18.1,60.3,5.4,2.8,3.3,18.0,9.8,9.3,4.7,2020-09-03
Airbnb,3.3,-3.6,13.2,12.9,4.9,-2.9,0.3,64.3,28.6,8.5,16.8,14.3,5.8,5.5,18.2,2020-09-04
Airbnb,9.8,25.5,15.2,14.6,17.8,20.6,19.5,70.6,16.2,16.7,14.0,25.9,7.0,4.8,17.9,2020-09-05
Airbnb,5.9,14.0,21.0,24.5,16.9,14.0,22.4,62.7,18.1,14.0,15.8,25.9,16.0,6.5,10.2,2020-09-06
Airbnb,7.5,17.2,10.9,21.0,5.2,14.9,21.5,62.4,9.8,12.5,7.5,20.3,10.5,8.0,9.6,2020-09-07
Airbnb,9.9,12.2,14.9,6.0,11.5,11.4,10.5,65.5,17.7,3.7,9.1,16.4,7.6,8.0,7.6,2020-09-08
Airbnb,12.7,6.2,-4.0,6.2,1.6,7.5,7.8,70.3,22.5,14.5,17.9,18.6,4.6,9.1,8.9,2020-09-09
Airbnb,1.0,5.1,4.2,1.8,-3.6,5.2,0.7,64.0,16.2,13.0,18.1,24.5,9.6,8.6,6.5,2020-09-10
Airbnb,-5.2,5.2,5.2,5.2,4.4,8.0,0.4,50.5,5.2,1.2,8.8,10.0,3.6,2.8,6.4,2020-09-11
Airbnb,6.5,28.5,15.3,22.0,14.8,11.5,24.1,63.8,12.2,4.3,8.7,26.1,5.8,2.9,11.5,2020-09-12
Airbnb,5.6,8.5,5.5,8.5,6.7,17.8,10.8,57.9,13.9,7.0,7.2,14.8,7.6,14.3,4.6,2020-09-13
Airbnb,-4.6,-1.4,3.2,9.0,8.5,2.4,1.0,67.9,15.3,10.2,8.4,8.2,1.7,0.0,10.2,2020-09-14
Airbnb,7.1,12.0,3.9,10.8,-0.4,14.6,7.7,58.9,23.4,7.1,17.2,14.7,10.8,13.3,3.9,2020-09-15
Airbnb,5.7,12.4,7.1,8.6,15.8,14.8,15.5,76.8,10.2,5.6,15.5,20.4,8.9,4.6,11.3,2020-09-16
Airbnb,-4.6,7.9,4.5,13.7,7.6,12.6,7.5,58.0,10.8,6.2,7.7,16.9,3.1,1.5,17.3,2020-09-17
Airbnb,4.2,19.6,15.4,20.9,19.4,13.9,18.5,62.8,9.6,4.1,10.6,25.4,8.3,8.3,11.9,2020-09-18
Airbnb,0.2,8.9,3.4,5.2,1.2,3.6,2.0,65.1,11.5,7.8,1.8,13.0,0.0,1.8,5.8,2020-09-19
Airbnb,4.4,9.8,4.4,7.1,8.1,9.8,5.7,64.7,12.5,8.3,11.0,17.9,10.8,5.7,11.9,2020-09-20
Airbnb,2.1,8.7,10.2,15.1,8.9,13.6,10.2,53.6,9.4,8.8,10.6,16.5,5.6,5.9,16.2,2020-09-21
Airbnb,-1.0,5.5,-1.8,-2.4,1.6,7.5,7.3,69.0,16.9,4.3,12.6,16.0,7.7,1.4,10.4,2020-09-22
Airbnb,-1.5,2.6,1.1,5.2,4.1,5.6,2.6,58.6,4.5,6.0,6.0,8.6,5.6,1.5,7.1,2020-09-23
Airbnb,-2.5,12.4,18.3,10.1,9.6,8.7,16.5,72.5,16.3,7.3,8.2,17.0,2.7,7.3,7.3,2020-09-24
Airbnb,2.1,8.5,12.1,5.7,3.6,8.5,8.5,69.5,10.9,5.9,5.9,14.5,7.2,1.5,14.4,2020-09-25
Airbnb,-0.3,7.1,-1.1,1.7,7.6,6.0,8.8,71.8,6.2,3.6,7.1,12.1,3.3,4.3,9.3,2020-09-26
Airbnb,-2.2,10.3,12.3,10.8,5.8,16.7,13.7,75.3,19.2,8.4,12.4,23.3,12.2,9.8,13.1,2020-09-27
Airbnb,4.9,10.4,6.8,2.7,6.3,10.4,13.1,70.5,10.4,7.6,13.1,15.0,4.1,5.5,11.7,2020-09-28
Airbnb,4.2,9.5,8.6,3.3,13.4,8.0,9.4,76.8,6.9,6.2,11.5,15.3,7.3,6.0,10.9,2020-09-29
Airbnb,15.0,15.1,13.3,20.2,11.6,8.2,13.3,61.7,15.0,11.6,13.3,18.4,6.8,1.7,16.7,2020-09-30
Airbnb,6.0,10.1,7.4,17.7,9.5,6.0,9.2,55.1,10.3,3.3,6.5,16.0,7.1,5.4,10.3,2020-10-01
Airbnb,0.0,3.9,5.4,8.0,6.7,14.6,13.3,62.2,21.5,9.3,6.7,18.6,10.7,5.4,9.3,2020-10-02
Airbnb,-0.4,-0.6,11.8,12.4,8.8,12.4,14.2,65.9,19.1,10.8,15.0,21.2,13.4,5.7,18.3,2020-10-03
Airbnb,-1.3,9.9,9.9,13.3,16.5,12.1,15.4,71.3,7.8,9.3,11.8,23.7,10.2,11.2,11.0,2020-10-04
Airbnb,2.1,22.4,14.3,20.4,18.0,11.0,26.0,65.8,13.9,13.3,21.0,25.7,14.9,11.9,8.8,2020-10-05
Airbnb,11.2,14.6,10.0,23.5,11.2,18.9,18.2,65.5,16.9,13.9,26.5,25.4,15.6,16.8,9.4,2020-10-06
Airbnb,9.8,18.7,16.6,12.9,4.1,9.3,12.9,75.5,14.6,9.3,11.0,18.8,5.4,11.5,12.6,2020-10-07
Airbnb,9.5,17.4,23.0,20.9,10.9,18.6,24.9,76.5,18.1,8.9,21.2,30.3,16.8,11.8,11.1,2020-10-08
Airbnb,12.6,15.3,9.3,0.9,11.4,10.3,11.5,67.6,17.4,16.5,11.8,18.2,6.3,10.7,6.3,2020-10-09
Airbnb,11.9,22.6,14.5,23.8,8.7,14.3,16.1,65.7,22.7,12.2,23.7,29.5,23.2,15.0,6.1,2020-10-10
Airbnb,3.9,18.2,11.0,17.1,14.1,10.1,3.9,71.3,12.1,12.2,16.0,22.2,8.0,8.2,10.1,2020-10-11
Airbnb,7.4,10.5,6.0,4.5,11.4,7.4,10.9,60.9,17.3,5.5,5.5,18.4,9.4,3.5,11.9,2020-10-12
Airbnb,-6.4,14.6,9.1,10.6,8.8,11.6,13.6,56.5,6.4,6.4,7.4,17.1,4.4,11.6,3.7,2020-10-13
Airbnb,4.4,4.0,5.6,3.6,-0.1,4.4,3.1,64.2,8.8,10.0,8.3,19.4,3.9,5.8,9.7,2020-10-14
Airbnb,8.9,22.4,10.2,21.5,10.1,19.1,20.3,67.0,17.9,7.6,9.4,24.7,15.7,11.0,14.9,2020-10-15
Airbnb,-7.0,7.7,10.3,9.1,-3.3,19.2,13.3,71.2,14.8,19.8,10.9,20.4,9.0,9.9,16.8,2020-10-16
Airbnb,15.3,12.5,5.7,8.8,8.8,12.5,9.3,72.0,15.3,8.8,8.2,14.6,10.4,9.3,7.4,2020-10-17
Airbnb,2.2,14.1,8.0,8.0,11.4,13.6,10.7,67.6,8.0,6.3,11.7,16.2,8.8,8.8,6.8,2020-10-18
Airbnb,18.3,17.2,21.0,20.7,21.6,12.7,22.0,63.2,18.3,16.8,16.3,23.1,13.5,7.1,8.0,2020-10-19
Airbnb,2.2,9.7,5.6,12.1,8.0,13.3,7.3,57.4,12.2,1.7,12.5,13.3,8.0,8.3,7.5,2020-10-20
Airbnb,7.6,10.7,9.7,5.8,-2.8,12.3,12.3,67.9,13.9,8.9,4.2,18.2,8.8,5.3,8.0,2020-10-21
Airbnb,-1.0,19.9,9.3,20.7,18.5,17.1,15.6,68.8,14.1,6.8,7.8,28.9,9.8,9.8,16.7,2020-10-22
Airbnb,-4.7,10.8,6.5,7.7,1.5,8.8,8.8,57.9,14.4,6.2,9.1,15.0,7.2,2.9,10.8,2020-10-23
Airbnb,1.6,5.6,9.6,12.0,4.8,11.2,14.0,60.9,11.1,8.7,15.5,17.2,7.7,6.5,7.1,2020-10-24
Airbnb,5.5,8.7,6.1,11.9,10.4,12.1,7.8,61.4,14.1,3.6,11.7,19.6,11.2,8.8,6.9,2020-10-25
Airbnb,10.8,10.3,5.7,13.0,6.1,5.4,7.7,54.3,17.8,11.9,15.5,17.6,6.9,7.3,10.5,2020-10-26
Airbnb,2.3,8.1,8.0,5.6,11.1,8.9,10.2,67.1,12.9,9.2,5.3,19.5,8.9,10.1,3.2,2020-10-27
Airbnb,2.8,15.4,14.1,16.7,9.5,14.9,22.6,59.9,12.0,10.6,5.5,21.0,9.8,8.8,10.0,2020-10-28
Airbnb,0.8,8.8,13.9,19.8,13.9,18.0,16.2,56.8,20.4,4.7,19.5,22.1,15.1,5.9,14.5,2020-10-29
Airbnb,8.8,12.0,11.6,18.9,4.0,16.8,24.1,74.1,13.4,8.5,14.7,23.8,18.6,13.6,10.5,2020-10-30
Airbnb,2.5,21.1,12.6,8.0,10.4,9.4,13.5,73.8,14.7,7.7,8.4,22.0,5.7,3.9,16.0,2020-10-31
Airbnb,4.0,12.6,9.0,14.1,11.7,11.6,19.0,81.3,13.2,9.4,12.4,23.3,13.0,5.1,8.6,2020-11-01
Airbnb,9.7,27.0,20.0,20.7,21.2,21.9,33.5,69.1,18.1,19.3,11.6,25.3,22.1,6.3,24.8,2020-11-02
Airbnb,16.4,31.5,18.3,21.5,15.3,35.4,25.4,75.2,24.8,23.1,22.0,36.2,19.1,26.1,15.0,2020-11-03
Airbnb,9.7,8.6,10.0,11.1,8.6,11.8,14.2,65.3,13.4,10.4,9.5,17.8,4.2,12.1,10.1,2020-11-04
Airbnb,5.1,3.2,10.4,4.4,9.2,8.1,10.4,77.3,7.5,6.0,6.0,9.6,2.4,3.6,10.5,2020-11-05
Airbnb,7.9,10.5,14.4,14.8,5.4,13.5,11.8,65.7,13.1,1.3,9.0,18.5,8.0,6.7,15.7,2020-11-06
Airbnb,-0.2,2.6,5.6,-1.5,5.1,8.6,2.4,59.5,14.1,1.0,7.9,6.0,4.0,8.7,1.8,2020-11-07
Airbnb,6.5,3.6,5.6,7.2,2.8,17.1,11.1,68.3,14.1,12.6,13.3,16.9,10.0,3.4,18.4,2020-11-08
Airbnb,13.3,22.6,18.9,12.6,21.6,15.0,15.5,70.9,18.2,14.1,7.6,22.2,10.9,12.5,7.5,2020-11-09
Airbnb,7.5,15.4,13.4,15.6,7.9,13.5,18.6,64.7,9.7,6.2,7.3,22.1,14.8,5.1,10.5,2020-11-10
Airbnb,9.6,19.1,19.2,15.8,16.7,11.3,9.9,67.8,11.3,9.6,13.0,19.7,8.3,1.7,17.2,2020-11-11
Airbnb,8.8,14.7,19.7,17.1,7.8,11.3,19.7,67.4,10.8,9.6,6.8,17.9,8.8,8.0,5.2,2020-11-12
Airbnb,8.1,9.4,6.6,1.3,4.4,9.7,5.3,61.8,10.6,2.6,3.6,17.6,3.6,3.6,12.2,2020-11-13
Airbnb,5.8,18.4,15.8,15.0,7.3,16.7,16.5,59.3,15.4,2.5,13.7,18.7,10.6,7.8,10.6,2020-11-14
Airbnb,9.4,11.0,14.5,11.4,3.0,19.8,14.0,65.2,14.3,11.4,13.9,15.2,11.0,7.1,17.8,2020-11-15
Airbnb,2.8,9.4,-1.6,11.7,3.1,14.5,13.2,65.2,11.9,8.8,11.8,23.8,10.5,8.6,19.8,2020-11-16
Airbnb,1.8,0.3,10.0,17.1,5.6,18.3,2.8,80.1,21.3,10.3,15.3,20.3,9.2,9.2,13.8,2020-11-17
Airbnb,5.8,13.4,3.2,13.3,-0.2,7.3,4.0,73.1,9.5,2.8,4.7,15.2,8.1,6.3,12.0,2020-11-18
Airbnb,9.6,23.2,8.7,24.7,10.6,25.4,28.3,68.0,17.0,13.6,16.0,24.3,18.8,15.0,18.2,2020-11-19
Airbnb,8.3,16.3,2.9,21.5,2.5,8.0,11.3,64.5,15.2,12.0,5.2,19.4,8.7,12.5,8.0,2020-11-20
Airbnb,8.1,18.9,11.4,18.0,13.9,18.2,11.0,76.4,10.4,7.0,12.2,29.2,12.8,2.3,23.5,2020-11-21
Airbnb,4.6,7.8,6.5,6.2,8.7,2.1,4.3,57.8,14.4,7.2,11.4,11.8,6.2,1.1,7.5,2020-11-22
Airbnb,5.4,-1.6,-7.6,-4.9,-2.5,1.2,-1.3,54.0,8.8,2.4,5.3,9.9,1.2,1.2,3.6,2020-11-23
Airbnb,-0.1,4.1,7.3,12.3,9.8,11.0,17.3,63.2,6.2,10.4,7.8,16.2,7.8,6.2,6.8,2020-11-24
Airbnb,-0.4,4.8,3.5,6.5,-2.3,8.8,7.8,64.7,10.9,6.4,6.4,12.1,7.5,7.7,2.3,2020-11-25
Airbnb,6.4,11.6,11.2,12.6,11.5,11.6,10.2,61.1,11.7,7.2,6.7,16.4,5.5,0.0,24.3,2020-11-26
Airbnb,4.9,18.2,19.9,9.6,14.0,6.2,6.4,65.3,11.8,4.8,8.3,16.4,9.1,3.8,4.5,2020-11-27
Airbnb,7.4,11.8,11.8,15.0,15.8,10.4,12.7,54.4,14.5,6.9,11.4,20.8,8.9,6.6,6.6,2020-11-28
Airbnb,-2.7,8.0,-2.6,9.5,11.7,8.5,3.4,67.3,4.9,3.3,9.1,15.7,2.2,2.2,11.8,2020-11-29
Airbnb,-0.9,5.6,7.0,5.9,10.5,6.4,6.5,59.9,8.3,6.1,5.5,9.4,5.0,3.3,6.8,2020-11-30
Airbnb,5.1,24.9,22.2,24.2,12.2,18.6,21.3,67.1,13.5,2.5,14.9,35.5,17.9,11.3,13.6,2020-12-01
Airbnb,-4.4,12.0,15.3,15.9,10.0,17.9,18.0,75.8,23.4,14.3,9.5,30.6,19.1,12.5,12.8,2020-12-02
Airbnb,-2.2,10.8,11.3,11.3,13.0,14.6,10.7,60.9,17.0,3.8,8.7,21.1,9.2,2.2,14.6,2020-12-03
Airbnb,6.4,13.1,5.4,3.7,10.3,17.4,13.4,69.0,16.5,8.3,6.6,25.3,6.5,9.1,13.3,2020-12-04
Airbnb,6.2,9.9,3.9,13.9,9.5,6.7,8.7,67.9,17.7,7.1,9.2,20.2,7.1,3.8,11.9,2020-12-05
Airbnb,12.4,14.1,12.0,22.9,6.7,4.4,14.5,67.8,20.0,10.0,19.3,31.1,9.8,8.4,15.3,2020-12-06
Airbnb,5.6,19.4,2.5,10.8,15.7,11.9,13.6,75.2,13.3,4.9,8.4,18.1,7.2,5.2,19.7,2020-12-07
Airbnb,5.4,16.0,10.9,10.7,5.8,12.6,16.2,68.7,20.2,10.4,13.8,16.7,7.8,8.4,6.4,2020-12-08
Airbnb,6.8,26.6,14.3,20.2,22.5,20.0,26.6,68.0,15.1,13.9,8.0,24.1,19.9,9.1,12.6,2020-12-09
Airbnb,9.8,5.6,-2.8,2.3,12.1,5.8,8.5,62.4,17.2,7.2,18.8,15.8,5.1,6.9,10.5,2020-12-10
Airbnb,3.8,7.3,14.8,5.8,12.0,7.1,6.6,65.4,20.2,15.0,15.7,18.1,11.9,7.1,2.0,2020-12-11
Airbnb,-2.5,10.4,2.8,17.3,5.1,8.5,5.9,67.1,13.5,8.2,7.4,16.4,9.8,5.9,13.0,2020-12-12
Airbnb,2.0,2.5,5.1,6.6,6.6,9.5,6.8,68.8,17.8,6.7,9.7,15.9,6.0,2.9,11.9,2020-12-13
Airbnb,6.6,-2.1,-0.8,-2.8,-3.1,9.2,-2.0,71.0,19.4,13.7,13.0,20.8,5.8,4.2,20.4,2020-12-14
Airbnb,14.8,-2.1,-1.8,0.6,5.2,7.9,5.4,80.1,21.0,5.8,10.4,17.9,5.7,2.1,13.4,2020-12-15
Airbnb,10.2,16.4,11.2,18.7,12.4,15.8,15.8,69.4,12.4,13.6,15.7,12.4,9.1,12.4,9.6,2020-12-16
Airbnb,5.5,16.3,18.0,17.3,17.5,13.5,20.1,73.8,10.0,14.5,15.7,17.8,10.3,6.8,9.0,2020-12-17
Airbnb,14.1,8.1,17.2,14.2,13.9,7.4,9.2,74.8,16.5,12.7,13.2,18.5,3.6,3.3,8.6,2020-12-18
Airbnb,5.0,5.2,5.9,4.6,5.9,9.1,7.5,65.0,12.3,9.4,16.2,16.8,6.5,10.2,4.0,2020-12-19
Airbnb,3.5,13.7,4.7,0.3,5.3,12.8,0.3,59.7,10.9,5.4,5.4,15.4,5.5,9.9,6.5,2020-12-20
Airbnb,3.6,4.8,3.1,5.2,9.4,6.2,2.8,59.4,7.2,7.2,6.2,13.6,4.8,2.7,5.3,2020-12-21
Airbnb,4.7,10.7,10.1,8.7,9.8,11.8,16.6,55.5,8.6,11.4,11.2,18.4,8.2,9.1,3.6,2020-12-22
Airbnb,1.6,12.4,9.0,12.2,8.6,18.8,11.7,69.5,13.6,8.7,10.9,16.7,5.0,5.7,15.1,2020-12-23
Airbnb,5.4,4.8,6.9,14.2,8.3,12.4,9.4,57.5,18.5,9.0,12.8,17.8,4.1,4.0,12.5,2020-12-24
Airbnb,4.6,11.1,6.3,15.9,3.2,13.1,16.8,57.8,16.1,7.8,12.2,13.2,7.8,6.9,11.6,2020-12-25
Airbnb,3.1,3.8,8.2,14.8,4.6,13.8,7.6,64.8,17.8,8.3,8.3,19.2,12.7,4.1,15.9,2020-12-26
Airbnb,-1.0,14.1,11.0,5.0,11.0,5.8,4.5,60.6,13.0,5.8,1.0,17.8,8.3,2.0,10.2,2020-12-27
Airbnb,-2.8,10.1,11.1,2.4,3.0,7.4,7.9,70.5,9.2,7.6,6.4,9.7,3.2,2.1,15.1,2020-12-28
Airbnb,2.9,12.1,1.3,12.8,22.3,10.9,16.4,77.4,20.9,16.4,16.4,16.3,8.5,9.8,10.8,2020-12-29
Airbnb,1.0,13.9,5.5,16.3,12.5,10.4,3.2,55.9,12.0,6.8,1.0,15.9,3.0,0.0,19.5,2020-12-30
Airbnb,5.7,8.9,5.9,4.2,2.9,7.7,-0.6,70.8,19.3,12.2,14.6,20.1,13.6,4.2,18.5,2020-12-31
Airbnb,5.8,10.3,12.4,7.0,12.4,8.7,11.4,47.7,7.9,9.7,11.6,18.0,9.3,8.6,4.8,2021-01-01
Airbnb,1.1,4.4,8.4,4.2,12.2,10.6,11.4,69.4,5.7,7.1,9.0,10.6,5.6,2.0,12.6,2021-01-02
Airbnb,-5.3,3.7,7.2,7.2,7.1,12.3,5.6,52.5,12.3,3.4,7.1,13.9,8.1,7.7,5.8,2021-01-03
Airbnb,0.2,4.9,6.0,12.3,-3.1,13.4,9.8,57.5,15.1,8.6,8.2,17.1,10.1,1.4,13.1,2021-01-04
Airbnb,0.0,1.6,-1.0,9.3,-5.9,11.4,6.4,70.3,14.0,11.8,13.3,18.1,8.9,4.8,13.7,2021-01-05
Airbnb,10.3,11.3,3.9,14.9,15.1,13.6,15.5,65.2,21.7,13.1,17.0,22.5,12.6,3.7,17.2,2021-01-06
Airbnb,1.6,8.5,6.4,7.9,8.7,14.7,9.2,64.2,14.4,14.4,14.1,19.9,9.2,10.5,7.2,2021-01-07
Airbnb,9.1,17.3,14.9,16.6,23.7,13.8,12.0,67.3,13.4,16.2,13.1,22.2,11.7,7.4,8.5,2021-01-08
Airbnb,2.7,9.3,11.2,11.4,10.9,4.9,9.0,65.7,9.7,2.4,1.0,18.3,7.2,1.5,5.9,2021-01-09
Airbnb,11.0,4.1,12.0,8.9,7.6,15.9,15.6,68.9,19.0,10.4,14.0,26.0,12.3,7.4,18.5,2021-01-10
Airbnb,-3.0,1.1,0.2,8.4,-2.9,3.0,7.0,60.4,13.2,8.6,5.3,13.1,4.7,0.9,8.2,2021-01-11
Airbnb,1.1,3.3,2.2,8.2,12.8,11.0,7.9,65.4,19.1,5.8,8.8,24.7,6.5,3.9,13.0,2021-01-12
Airbnb,5.6,8.9,6.5,3.0,3.0,3.9,1.0,59.7,7.2,3.4,4.8,10.5,4.2,6.3,7.0,2021-01-13
Airbnb,1.4,12.0,11.8,15.1,15.0,18.4,9.7,62.8,16.2,6.7,11.3,19.6,11.1,7.7,15.8,2021-01-14
Airbnb,4.6,21.5,22.4,21.0,9.7,16.6,13.0,74.7,12.9,18.7,16.0,22.0,13.5,12.6,16.1,2021-01-15
Airbnb,3.4,10.6,11.0,14.1,13.7,14.2,13.2,75.8,31.1,15.9,15.9,23.2,12.7,11.1,11.0,2021-01-16
Airbnb,3.6,8.2,-6.1,13.9,5.5,10.0,1.5,69.8,20.4,11.0,7.2,19.5,10.0,5.6,17.0,2021-01-17
Airbnb,13.4,9.2,2.6,6.1,8.5,6.6,16.8,65.4,19.9,7.9,10.7,18.5,12.9,6.6,9.7,2021-01-18
Airbnb,3.0,11.6,16.0,16.7,11.5,7.9,11.6,72.9,11.1,4.7,7.6,21.1,4.7,1.9,12.6,2021-01-19
Airbnb,8.1,12.8,2.6,14.0,8.2,10.3,8.8,70.2,12.4,11.1,9.4,21.1,11.9,2.0,10.6,2021-01-20
Airbnb,12.9,15.7,13.5,9.6,11.0,12.2,14.7,70.0,22.6,7.5,16.4,18.5,7.4,2.6,18.7,2021-01-21
Airbnb,12.5,20.6,12.1,15.9,14.8,9.2,15.5,65.3,16.7,7.9,11.3,24.1,9.6,0.0,16.5,2021-01-22
Airbnb,3.3,11.9,8.2,13.0,6.3,3.1,2.4,62.1,15.9,10.2,5.6,17.4,6.6,3.1,9.1,2021-01-23
Airbnb,-3.9,13.9,15.9,13.0,11.1,19.8,18.5,67.3,7.0,11.4,12.4,22.2,10.9,12.4,13.3,2021-01-24
Airbnb,4.8,13.4,11.9,10.8,19.0,9.2,12.8,54.0,13.9,8.8,10.4,12.3,5.5,4.5,14.0,2021-01-25
Airbnb,0.5,21.2,8.1,15.1,13.7,18.2,18.0,68.5,22.4,8.1,13.9,20.0,5.8,7.6,20.2,2021-01-26
Airbnb,9.9,15.0,8.7,10.0,8.9,11.1,1.1,74.5,20.8,14.6,14.7,20.9,9.2,4.7,17.0,2021-01-27
Airbnb,6.7,15.0,12.4,5.7,0.5,14.9,11.2,73.3,22.8,12.3,11.3,21.4,12.8,2.2,18.8,2021-01-28
Airbnb,8.0,7.9,6.9,11.3,10.6,8.3,14.8,53.5,13.8,8.8,14.2,13.2,5.4,6.4,3.9,2021-01-29
Airbnb,-8.3,9.9,15.6,14.4,1.1,14.3,16.1,60.8,17.9,6.3,8.3,19.6,3.7,3.3,18.5,2021-01-30
Airbnb,7.1,3.8,11.9,14.8,13.9,7.5,7.3,63.7,15.9,6.7,5.2,17.2,2.8,1.8,12.1,2021-01-31
Airbnb,19.7,10.0,4.0,11.7,4.4,16.9,7.4,71.7,21.6,10.9,11.3,24.8,9.8,8.0,13.5,2021-02-01
Airbnb,-3.0,8.3,8.3,5.7,8.3,16.7,8.6,68.3,14.4,6.9,3.4,17.0,12.1,6.9,12.1,2021-02-02
Airbnb,5.8,7.7,6.6,9.4,7.5,17.3,8.0,69.1,9.3,10.2,13.0,27.3,16.7,11.5,10.4,2021-02-03
Airbnb,11.4,12.4,13.5,8.2,8.9,8.9,13.1,53.2,13.1,12.6,7.2,14.0,5.0,7.2,1.7,2021-02-04
Airbnb,0.4,3.0,3.8,2.4,10.3,11.4,4.1,68.2,15.2,7.4,11.2,18.6,15.6,8.5,12.2,2021-02-05
Airbnb,3.9,17.8,17.4,18.3,14.7,13.5,13.3,68.8,13.5,11.2,13.2,27.5,14.8,5.9,16.6,2021-02-06
Airbnb,8.5,10.2,2.1,6.6,0.2,9.5,2.5,55.2,17.4,5.1,16.9,12.8,11.7,6.4,9.0,2021-02-07
Airbnb,2.1,8.8,3.9,10.0,5.1,8.6,8.8,60.3,12.0,9.5,7.0,11.2,3.7,2.8,7.6,2021-02-08
Airbnb,5.6,17.8,15.0,22.8,17.5,13.2,18.8,70.8,16.6,13.8,9.7,19.1,2.5,6.3,7.0,2021-02-09
Airbnb,4.6,16.7,13.7,22.0,7.8,20.6,14.6,68.9,17.5,8.7,15.5,31.5,8.9,12.6,17.9,2021-02-10
Airbnb,7.5,14.6,14.9,13.7,13.4,14.8,12.9,66.2,15.7,10.5,6.4,21.4,6.8,1.0,19.3,2021-02-11
Airbnb,3.6,2.5,12.6,11.7,8.1,10.9,4.9,75.2,26.6,13.1,17.7,26.0,10.1,8.4,16.1,2021-02-12
Airbnb,-2.0,-0.2,10.5,15.0,19.9,9.3,14.5,83.4,17.6,12.2,16.5,24.9,11.7,3.4,19.5,2021-02-13
Airbnb,3.9,7.0,5.0,4.0,6.0,18.2,17.7,63.4,7.9,9.3,11.4,17.3,6.8,9.4,13.2,2021-02-14
Airbnb,0.0,20.1,12.0,26.3,18.6,5.0,8.9,73.0,15.4,7.5,8.4,14.4,10.6,5.4,14.8,2021-02-15
Airbnb,4.6,19.0,12.6,5.8,9.7,16.0,20.1,75.3,17.6,8.8,14.3,27.3,17.3,8.7,21.7,2021-02-16
Airbnb,8.1,29.6,19.3,29.7,32.1,21.1,31.6,70.0,10.2,12.4,11.3,30.8,5.0,15.3,15.4,2021-02-17
Airbnb,10.8,16.2,11.7,5.4,21.7,11.7,28.8,72.9,10.8,16.2,22.5,27.9,10.8,0.0,18.0,2021-02-18
Airbnb,8.1,9.3,12.7,18.9,6.2,11.8,14.0,58.2,14.0,9.0,9.9,23.7,12.7,6.6,7.5,2021-02-19
